0,1,2,3,4,5,6,7,8
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-9.148919355625192e-06,-3.9221021912339174e-05,-1.7191757257188916e-05,0.07240333254783976,0.07675236448672237,0.08195341255088888,-0.7137808123798552,-0.30417282442615495,0.6308691185649918
-9.217838234705632e-06,-3.924167859807823e-05,-1.7106522567092773e-05,0.07245401267393906,0.07670688744927212,0.08197543083794957,-0.7165739853825863,-0.3001328166893882,0.6296364155756965
-9.28709993750463e-06,-3.926195776466856e-05,-1.702123983681618e-05,0.0725185582404609,0.07664991506214072,0.08196521470316069,-0.7193486279214428,-0.29608573185125264,0.6283874528518582
-9.356702790343824e-06,-3.928185761602317e-05,-1.693591058297552e-05,0.07252478606542698,0.07660928273390309,0.08196340385100087,-0.7221046805574407,-0.2920316925464518,0.6271222535243753
-9.426645107667813e-06,-3.930137636479482e-05,-1.6850536324159976e-05,0.07258472767517583,0.07652830325087809,0.0819647728825577,-0.7248420845186921,-0.28797082168787447,0.6258408410826257
-9.496925194883188e-06,-3.9320512236910145e-05,-1.6765118578015045e-05,0.07264240655897594,0.07655511874254077,0.08193127152520954,-0.7275607817400384,-0.28390324247895293,0.6245432393227561
-9.567541346198095e-06,-3.933926346804884e-05,-1.6679658863530995e-05,0.07265552735599913,0.07647643746104706,0.08192991504928783,-0.7302607148268635,-0.2798290783924704,0.6232294723988737
-9.638491845932492e-06,-3.9357628305681486e-05,-1.659415869973054e-05,0.07275705916094413,0.07641833362860126,0.0819588110009921,-0.7329418270943906,-0.2757484531829489,0.6218995647713119
-9.709774967827227e-06,-3.9375605007943316e-05,-1.650861960641698e-05,0.07278772648405869,0.07640827048010194,0.08197642253265822,-0.7356040625318703,-0.2716614908654516,0.6205535412576164
-9.781388975681266e-06,-3.939319184457337e-05,-1.6423043103568005e-05,0.07280743214983433,0.0763219390655156,0.08197871450526667,-0.7382473658414916,-0.26756831572798284,0.6191914269808562
-9.853332123296107e-06,-3.9410387096769126e-05,-1.6337430711438303e-05,0.07290912248368304,0.07632173599411153,0.08199986262142422,-0.7408716824025788,-0.2634690523101173,0.6178132474209184
-9.925602653491419e-06,-3.942718905569619e-05,-1.6251783951572618e-05,0.07293199827750833,0.07626591008040072,0.08193927713440466,-0.7434769583105323,-0.2593638254156022,0.6164190283622853
-9.998198800062888e-06,-3.9443596025352894e-05,-1.6166104344900122e-05,0.072956972293458,0.07628363292178182,0.08192698362833975,-0.7460631403410164,-0.2552527600908071,0.6150087959456564
-1.0071118786480165e-05,-3.945960632058876e-05,-1.6080393413070257e-05,0.07306137061025908,0.07612617548183259,0.0819459948730044,-0.7486301759885791,-0.2511359816373696,0.6135825766156859
-1.0144360826612932e-05,-3.947521826812184e-05,-1.599465267777796e-05,0.07307060443090053,0.07618217093358245,0.0820059543732722,-0.7511780134311193,-0.24701361559059312,0.612140397172528
-1.0217923124060163e-05,-3.949043020554151e-05,-1.5908883661454303e-05,0.07315919948525164,0.07614030649020039,0.08196506921988478,-0.7537066015682485,-0.24288578773217329,0.6106822847194467
-1.0291803873158102e-05,-3.950524048269719e-05,-1.5823087886329308e-05,0.07320018934015787,0.07609053354336327,0.08198933250974212,-0.75621588998578,-0.23875262406842157,0.6092082667146408
